Time of Detection,Latitude,Longitude,Vertical Speed,Acceleration X,Acceleration Y,Acceleration Z,Bearing Change Rate,Altitude Change Rate,Signal Strength,Frequency,PRI,Pulse Width,Electronic Warfare,IFF Code,Flight Plan,Communication Signals,Weapon Status,Number of Objects in Formation,Formation Type,Country of Origin,Object Behavior,Weather Conditions,Time of Day,Geographic Terrain,Proximity to Sensitive Locations,Current Air Traffic Density,Solar Activity,Sensor Reliability,Confidence Level (Detection),Confidence Level (Classification),Number of Sensors Detecting Object,Sensor ID
2025-03-07 06:08:42.784082,-79.205124,54.700877,-41.76,1.18,4.68,-1.7,-8.23,6.66,-57.93,2854515101.44,899.12,61.08,Spoofing,2610,"{'ID': 'FP9288', 'Departure': 'Airport_33', 'Arrival': 'Airport_37', 'Planned Altitude': 37659.56, 'Planned Speed': 652.63}","{'Frequency': 1851.3, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,1,None,DE,Loitering,"{'Visibility': 35001.89, 'Wind Speed': 11.81, 'Cloud Cover': 14.43}",Day,Mountainous,86061.12,87,Low,79.52,75.51,73.14,5,SENSOR_5
2025-03-07 14:22:27.784082,-6.469111,170.702344,12.66,-0.9,-4.71,2.97,-0.52,4.89,-90.61,1415410439.12,424.47,79.39,Spoofing,5479,"{'ID': 'FP8191', 'Departure': 'Airport_45', 'Arrival': 'Airport_23', 'Planned Altitude': 37214.9, 'Planned Speed': 696.35}","{'Frequency': 8257.36, 'Content': 'Encrypted', 'Language': 'English'}",Armed,1,None,UK,Loitering,"{'Visibility': 5760.49, 'Wind Speed': 21.77, 'Cloud Cover': 5.71}",Twilight,Coastal,45951.65,81,Low,76.85,71.14,71.92,1,SENSOR_13
2025-03-07 04:04:47.784082,15.058014,145.935129,-46.65,0.5,-3.7,-2.51,-1.16,2.83,-82.43,7115750226.31,403.64,69.17,Jamming,8390,"{'ID': 'FP9142', 'Departure': 'Airport_45', 'Arrival': 'Airport_40', 'Planned Altitude': 20231.88, 'Planned Speed': 534.49}","{'Frequency': 1475.44, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,2,Line Abreast,PK,Loitering,"{'Visibility': 41609.49, 'Wind Speed': 7.75, 'Cloud Cover': 88.48}",Night,Mountainous,34271.02,23,High,50.86,87.36,73.76,1,SENSOR_15
2025-03-07 23:33:18.784082,-84.502985,-109.044116,8.76,1.88,-0.26,-4.83,1.93,-2.52,-9.95,2681335369.08,338.44,8.26,None,5868,"{'ID': 'FP3906', 'Departure': 'Airport_24', 'Arrival': 'Airport_16', 'Planned Altitude': 26351.2, 'Planned Speed': 473.91}","{'Frequency': 3729.25, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,5,Echelon,DE,Direct Approach,"{'Visibility': 19217.05, 'Wind Speed': 14.05, 'Cloud Cover': 68.0}",Day,Coastal,15070.94,84,Medium,96.18,61.43,59.15,5,SENSOR_2
2025-03-07 04:41:55.784082,21.324664,-121.075265,9.81,-0.53,2.46,-0.25,3.86,17.81,-5.53,4895242290.9,295.03,16.21,None,6676,"{'ID': 'FP6200', 'Departure': 'Airport_29', 'Arrival': 'Airport_20', 'Planned Altitude': 26142.73, 'Planned Speed': 879.31}","{'Frequency': 2766.77, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,6,None,US,Loitering,"{'Visibility': 34328.4, 'Wind Speed': 5.4, 'Cloud Cover': 53.82}",Day,Coastal,90749.03,39,High,64.12,72.8,66.08,4,SENSOR_7
2025-03-07 12:16:48.784082,17.751028,-153.912064,48.8,-4.18,4.88,1.17,4.62,-11.73,-64.43,8464123778.89,366.49,81.78,Unknown,7328,"{'ID': 'FP8337', 'Departure': 'Airport_5', 'Arrival': 'Airport_39', 'Planned Altitude': 24625.8, 'Planned Speed': 773.89}","{'Frequency': 9983.77, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,2,Line Abreast,PK,Loitering,"{'Visibility': 28908.52, 'Wind Speed': 17.44, 'Cloud Cover': 14.31}",Twilight,Coastal,62434.62,71,Low,61.27,50.7,87.94,4,SENSOR_15
2025-03-06 23:15:12.784082,23.134676,25.490297,-38.49,-3.39,-0.73,4.88,-9.18,5.5,-32.46,5699972233.09,239.08,52.58,Unknown,9455,"{'ID': 'FP8854', 'Departure': 'Airport_28', 'Arrival': 'Airport_15', 'Planned Altitude': 21280.25, 'Planned Speed': 449.9}","{'Frequency': 4481.76, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,5,Echelon,FR,Loitering,"{'Visibility': 13128.47, 'Wind Speed': 4.6, 'Cloud Cover': 46.08}",Night,Flat,62734.19,37,Medium,69.98,56.2,55.53,5,SENSOR_1
2025-03-07 20:22:14.784082,76.378591,-34.74464,40.07,4.31,-0.73,-4.43,9.25,16.36,-25.18,7718090181.83,97.69,23.09,None,8553,"{'ID': 'FP1095', 'Departure': 'Airport_30', 'Arrival': 'Airport_46', 'Planned Altitude': 38353.37, 'Planned Speed': 602.46}","{'Frequency': 7662.37, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,FR,Aggressive Maneuvers,"{'Visibility': 11853.01, 'Wind Speed': 10.78, 'Cloud Cover': 40.73}",Day,Coastal,37322.66,74,Low,73.56,63.42,51.98,4,SENSOR_9
2025-03-07 22:56:58.784082,50.574086,91.868102,21.45,-1.82,-1.0,-3.41,4.3,18.72,-41.4,7208045747.36,496.51,36.35,Spoofing,3822,"{'ID': 'FP1726', 'Departure': 'Airport_32', 'Arrival': 'Airport_13', 'Planned Altitude': 20837.85, 'Planned Speed': 830.74}","{'Frequency': 7990.38, 'Content': 'Standard', 'Language': 'English'}",Unarmed,3,Echelon,UK,Aggressive Maneuvers,"{'Visibility': 9381.33, 'Wind Speed': 1.28, 'Cloud Cover': 55.23}",Twilight,Coastal,35574.14,24,Medium,77.61,79.95,83.22,1,SENSOR_13
2025-03-07 20:30:24.784082,-29.172389,-94.435907,25.13,2.12,-4.77,-2.97,-4.18,1.64,-50.55,7128611960.39,68.51,53.74,Jamming,1339,"{'ID': 'FP1402', 'Departure': 'Airport_20', 'Arrival': 'Airport_18', 'Planned Altitude': 27123.57, 'Planned Speed': 352.31}","{'Frequency': 5025.13, 'Content': 'Standard', 'Language': 'English'}",Unknown,6,None,PK,Loitering,"{'Visibility': 47488.94, 'Wind Speed': 20.4, 'Cloud Cover': 34.73}",Night,Coastal,46411.1,69,High,86.62,81.01,54.33,2,SENSOR_11
2025-03-07 23:26:40.784082,-5.350398,-11.065902,26.27,-2.37,-4.46,1.03,6.76,-15.92,-29.08,3985294963.28,188.41,87.57,Jamming,3616,"{'ID': 'FP2517', 'Departure': 'Airport_3', 'Arrival': 'Airport_24', 'Planned Altitude': 34931.05, 'Planned Speed': 563.61}","{'Frequency': 4384.66, 'Content': 'Standard', 'Language': 'English'}",Armed,2,Echelon,KR,Loitering,"{'Visibility': 43934.6, 'Wind Speed': 24.81, 'Cloud Cover': 6.28}",Twilight,Coastal,90585.33,91,Low,73.5,76.96,66.92,1,SENSOR_4
2025-03-07 05:44:57.784082,-26.846031,-52.202081,-16.35,4.84,4.09,-3.58,0.5,2.22,-53.1,1355943064.88,851.65,78.26,Unknown,2260,"{'ID': 'FP4795', 'Departure': 'Airport_18', 'Arrival': 'Airport_20', 'Planned Altitude': 32742.4, 'Planned Speed': 318.0}","{'Frequency': 5614.18, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,2,Line Abreast,FR,Direct Approach,"{'Visibility': 42413.76, 'Wind Speed': 24.84, 'Cloud Cover': 1.96}",Day,Mountainous,9890.63,80,High,77.11,88.16,82.91,5,SENSOR_7
2025-03-07 07:13:48.784082,16.627001,-158.396684,39.48,4.89,-0.24,-1.14,9.05,2.6,-18.12,8164698431.31,256.5,41.59,None,3804,"{'ID': 'FP6179', 'Departure': 'Airport_46', 'Arrival': 'Airport_27', 'Planned Altitude': 36491.61, 'Planned Speed': 866.92}","{'Frequency': 3699.33, 'Content': 'Standard', 'Language': 'English'}",Armed,2,Echelon,US,Loitering,"{'Visibility': 20920.58, 'Wind Speed': 16.15, 'Cloud Cover': 66.07}",Twilight,Coastal,26460.38,12,Medium,76.38,67.05,96.1,3,SENSOR_5
2025-03-07 00:45:37.784082,75.89046,-164.750231,-29.13,4.22,-4.24,-0.94,-3.73,17.81,-54.83,4797956357.61,324.61,68.87,None,4220,"{'ID': 'FP1862', 'Departure': 'Airport_2', 'Arrival': 'Airport_39', 'Planned Altitude': 39734.05, 'Planned Speed': 741.94}","{'Frequency': 3737.45, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,IR,Direct Approach,"{'Visibility': 11970.22, 'Wind Speed': 11.02, 'Cloud Cover': 54.6}",Night,Flat,80449.86,46,Medium,83.62,81.06,85.21,2,SENSOR_3
2025-03-07 04:04:59.784082,-87.902833,46.160347,25.74,-0.45,1.52,-3.32,1.42,-18.68,-10.95,8147893664.26,272.31,98.01,Unknown,5821,"{'ID': 'FP4232', 'Departure': 'Airport_16', 'Arrival': 'Airport_32', 'Planned Altitude': 12068.4, 'Planned Speed': 375.26}","{'Frequency': 830.88, 'Content': 'Standard', 'Language': 'English'}",Unknown,3,None,US,Aggressive Maneuvers,"{'Visibility': 44939.03, 'Wind Speed': 29.85, 'Cloud Cover': 26.3}",Twilight,Mountainous,52976.52,53,Low,67.57,55.54,79.19,4,SENSOR_19
2025-03-07 16:20:07.784082,-8.605674,90.453516,-38.08,0.57,1.97,-1.36,9.02,5.3,-15.67,6273852901.68,797.62,29.58,Spoofing,1060,"{'ID': 'FP6984', 'Departure': 'Airport_43', 'Arrival': 'Airport_48', 'Planned Altitude': 4016.82, 'Planned Speed': 533.19}","{'Frequency': 7157.28, 'Content': 'Standard', 'Language': 'English'}",Armed,5,Echelon,UK,Aggressive Maneuvers,"{'Visibility': 30248.78, 'Wind Speed': 28.26, 'Cloud Cover': 0.26}",Day,Coastal,36708.33,65,High,93.96,59.69,74.17,2,SENSOR_3
2025-03-07 03:46:55.784082,-79.683852,-106.851164,34.29,0.41,-3.12,0.03,2.5,-13.62,-20.89,3441329969.35,222.85,49.25,Spoofing,3220,"{'ID': 'FP4537', 'Departure': 'Airport_45', 'Arrival': 'Airport_21', 'Planned Altitude': 32885.25, 'Planned Speed': 475.03}","{'Frequency': 8724.96, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,2,Line Abreast,US,Aggressive Maneuvers,"{'Visibility': 15541.08, 'Wind Speed': 5.82, 'Cloud Cover': 57.04}",Day,Coastal,85977.66,2,High,69.17,99.25,55.02,5,SENSOR_6
2025-03-07 20:49:12.784082,-50.537527,126.647209,44.96,-3.26,-1.44,4.04,-9.05,6.82,-2.99,6974732209.14,754.5,36.87,Unknown,9871,"{'ID': 'FP6541', 'Departure': 'Airport_39', 'Arrival': 'Airport_21', 'Planned Altitude': 5956.81, 'Planned Speed': 586.59}","{'Frequency': 3489.4, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,PK,Loitering,"{'Visibility': 21823.52, 'Wind Speed': 25.78, 'Cloud Cover': 59.94}",Night,Coastal,90640.73,76,Low,95.15,69.71,79.16,2,SENSOR_4
2025-03-07 12:54:15.784082,-17.557028,127.294718,-4.61,4.25,1.84,2.16,-5.83,-0.76,-91.49,6828912273.27,30.65,64.96,None,6808,"{'ID': 'FP7268', 'Departure': 'Airport_38', 'Arrival': 'Airport_14', 'Planned Altitude': 26009.27, 'Planned Speed': 814.49}","{'Frequency': 6241.04, 'Content': 'Standard', 'Language': 'English'}",Unknown,4,V-Formation,RU,Direct Approach,"{'Visibility': 43167.3, 'Wind Speed': 8.51, 'Cloud Cover': 74.99}",Night,Flat,1614.76,67,Medium,57.86,56.11,50.71,4,SENSOR_15
2025-03-07 10:52:03.784082,-85.504435,-131.72711,35.63,-4.85,-0.43,1.85,2.16,-7.62,-59.4,8234016017.88,49.11,38.29,Unknown,9187,"{'ID': 'FP1052', 'Departure': 'Airport_30', 'Arrival': 'Airport_39', 'Planned Altitude': 14887.34, 'Planned Speed': 541.93}","{'Frequency': 1328.66, 'Content': 'Standard', 'Language': 'English'}",Unknown,3,None,RU,Loitering,"{'Visibility': 730.37, 'Wind Speed': 7.85, 'Cloud Cover': 21.39}",Day,Flat,94679.75,62,Medium,70.73,59.57,77.54,1,SENSOR_9
2025-03-07 23:34:05.784082,33.308405,167.289443,-39.02,3.07,2.82,-1.01,-5.06,12.66,-84.53,2129932583.5,338.56,44.42,None,1575,"{'ID': 'FP8198', 'Departure': 'Airport_48', 'Arrival': 'Airport_36', 'Planned Altitude': 33347.03, 'Planned Speed': 642.24}","{'Frequency': 6099.45, 'Content': 'Encrypted', 'Language': 'Unknown'}",Unarmed,1,None,CN,Aggressive Maneuvers,"{'Visibility': 5367.39, 'Wind Speed': 3.66, 'Cloud Cover': 40.68}",Day,Flat,83486.28,42,Low,96.31,92.21,95.82,3,SENSOR_15
2025-03-07 13:20:34.784082,36.331691,-66.442626,4.72,4.78,0.38,0.9,5.1,-12.75,-41.75,1897727220.33,509.18,2.9,Spoofing,5598,"{'ID': 'FP6801', 'Departure': 'Airport_14', 'Arrival': 'Airport_39', 'Planned Altitude': 28488.84, 'Planned Speed': 475.94}","{'Frequency': 564.15, 'Content': 'Standard', 'Language': 'English'}",Unknown,6,Echelon,US,Loitering,"{'Visibility': 12282.2, 'Wind Speed': 16.33, 'Cloud Cover': 92.12}",Twilight,Flat,49644.72,62,High,99.74,88.82,54.12,1,SENSOR_6
2025-03-07 07:42:09.784082,59.972852,-110.619911,15.32,4.66,0.92,2.97,-6.79,6.87,-11.26,9212526591.17,465.98,59.55,Unknown,3099,"{'ID': 'FP2071', 'Departure': 'Airport_29', 'Arrival': 'Airport_41', 'Planned Altitude': 3995.94, 'Planned Speed': 442.01}","{'Frequency': 9292.95, 'Content': 'Standard', 'Language': 'English'}",Armed,4,V-Formation,PK,Direct Approach,"{'Visibility': 15376.89, 'Wind Speed': 15.34, 'Cloud Cover': 41.26}",Twilight,Flat,1784.14,48,Low,97.16,59.1,74.94,3,SENSOR_19
2025-03-07 16:23:41.784082,-88.557825,-168.633196,8.2,4.93,-2.75,-3.4,5.63,-7.26,-19.82,6930589617.86,820.75,16.24,Jamming,1446,"{'ID': 'FP4354', 'Departure': 'Airport_21', 'Arrival': 'Airport_42', 'Planned Altitude': 28469.5, 'Planned Speed': 266.13}","{'Frequency': 122.71, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,None,KR,Aggressive Maneuvers,"{'Visibility': 18583.17, 'Wind Speed': 16.88, 'Cloud Cover': 73.78}",Day,Flat,14492.57,53,Low,69.25,62.99,58.44,4,SENSOR_19
2025-03-07 11:53:13.784082,60.425641,145.864158,-1.67,2.91,2.79,1.38,6.72,-9.11,-27.38,8412328737.88,124.5,27.5,None,5654,"{'ID': 'FP4559', 'Departure': 'Airport_17', 'Arrival': 'Airport_22', 'Planned Altitude': 18386.76, 'Planned Speed': 698.3}","{'Frequency': 1943.51, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,2,Echelon,DE,Loitering,"{'Visibility': 29907.91, 'Wind Speed': 11.93, 'Cloud Cover': 33.09}",Day,Coastal,47485.34,34,Low,96.1,62.83,69.88,5,SENSOR_1
2025-03-07 04:01:07.784082,-52.954113,-35.357959,25.78,2.98,-1.93,0.78,-9.31,-18.49,-66.92,1500983042.9,797.85,76.19,Jamming,2001,"{'ID': 'FP9136', 'Departure': 'Airport_48', 'Arrival': 'Airport_33', 'Planned Altitude': 27771.23, 'Planned Speed': 223.09}","{'Frequency': 4629.09, 'Content': 'Encrypted', 'Language': 'English'}",Armed,2,None,UK,Aggressive Maneuvers,"{'Visibility': 44712.94, 'Wind Speed': 19.94, 'Cloud Cover': 41.58}",Twilight,Coastal,62162.84,50,High,64.8,99.04,78.12,1,SENSOR_11
2025-03-07 11:32:15.784082,-26.520809,90.314557,8.88,-0.95,-2.84,-2.34,8.99,-16.39,-44.62,8198599936.97,726.3,30.19,Jamming,7606,"{'ID': 'FP4163', 'Departure': 'Airport_33', 'Arrival': 'Airport_49', 'Planned Altitude': 13743.14, 'Planned Speed': 345.64}","{'Frequency': 1048.18, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,4,Echelon,US,Aggressive Maneuvers,"{'Visibility': 41559.7, 'Wind Speed': 2.56, 'Cloud Cover': 37.84}",Night,Coastal,24549.45,3,High,66.02,77.72,96.3,2,SENSOR_7
2025-03-07 01:49:54.784082,-6.713529,149.256376,35.88,-3.9,3.28,3.8,-4.75,16.5,-9.62,9450501489.27,229.06,34.61,Jamming,6769,"{'ID': 'FP5675', 'Departure': 'Airport_44', 'Arrival': 'Airport_27', 'Planned Altitude': 19345.47, 'Planned Speed': 778.42}","{'Frequency': 1196.61, 'Content': 'Standard', 'Language': 'English'}",Armed,6,None,IN,Direct Approach,"{'Visibility': 26389.58, 'Wind Speed': 21.03, 'Cloud Cover': 21.54}",Twilight,Flat,73148.13,53,Medium,99.05,78.98,76.26,3,SENSOR_6
2025-03-07 15:42:11.784082,69.204155,-162.663943,8.65,0.04,0.64,-0.62,-9.53,14.43,-25.16,9347434008.31,979.79,58.6,Unknown,2396,"{'ID': 'FP9483', 'Departure': 'Airport_30', 'Arrival': 'Airport_18', 'Planned Altitude': 2831.37, 'Planned Speed': 251.25}","{'Frequency': 6736.51, 'Content': 'Standard', 'Language': 'English'}",Armed,5,V-Formation,FR,Loitering,"{'Visibility': 3001.57, 'Wind Speed': 12.41, 'Cloud Cover': 50.98}",Night,Mountainous,85951.41,13,High,91.25,88.14,79.87,5,SENSOR_9
2025-03-08 01:12:57.784082,70.668388,44.56335,-11.39,-1.23,2.17,1.5,8.18,4.75,-8.95,1099919303.77,63.36,63.38,Unknown,3210,"{'ID': 'FP6450', 'Departure': 'Airport_6', 'Arrival': 'Airport_18', 'Planned Altitude': 4403.24, 'Planned Speed': 675.12}","{'Frequency': 3793.14, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,5,None,KR,Aggressive Maneuvers,"{'Visibility': 26057.48, 'Wind Speed': 3.03, 'Cloud Cover': 70.21}",Night,Mountainous,43153.81,18,Medium,84.89,63.87,75.6,2,SENSOR_5
2025-03-07 23:09:58.784082,9.960116,-128.672034,47.36,3.97,-3.23,-1.16,-3.72,15.8,-9.96,1071401895.78,143.83,58.73,Unknown,4484,"{'ID': 'FP4618', 'Departure': 'Airport_44', 'Arrival': 'Airport_43', 'Planned Altitude': 10534.12, 'Planned Speed': 866.44}","{'Frequency': 592.42, 'Content': 'Standard', 'Language': 'English'}",Unknown,3,Line Abreast,CN,Direct Approach,"{'Visibility': 29819.48, 'Wind Speed': 27.15, 'Cloud Cover': 75.92}",Twilight,Coastal,90555.34,96,Low,92.4,74.58,56.55,4,SENSOR_17
2025-03-07 09:13:24.784082,-66.311431,45.026414,31.65,3.74,-4.16,0.04,-7.16,9.02,-64.98,4393446957.22,786.23,4.23,Jamming,3811,"{'ID': 'FP8248', 'Departure': 'Airport_23', 'Arrival': 'Airport_8', 'Planned Altitude': 11839.28, 'Planned Speed': 787.64}","{'Frequency': 9906.76, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,2,Echelon,IN,Aggressive Maneuvers,"{'Visibility': 9521.85, 'Wind Speed': 24.87, 'Cloud Cover': 81.34}",Night,Flat,5590.36,77,High,81.24,57.42,95.16,4,SENSOR_19
2025-03-07 22:51:35.784082,-10.279533,-36.871966,12.83,-1.35,-0.11,3.25,7.89,18.06,-43.24,7367024337.84,52.81,31.61,Jamming,2297,"{'ID': 'FP6137', 'Departure': 'Airport_40', 'Arrival': 'Airport_23', 'Planned Altitude': 18390.63, 'Planned Speed': 286.24}","{'Frequency': 2041.48, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,6,None,IN,Loitering,"{'Visibility': 10672.98, 'Wind Speed': 6.18, 'Cloud Cover': 72.93}",Night,Mountainous,30384.11,55,Medium,78.97,69.98,96.16,5,SENSOR_12
2025-03-08 01:34:09.784082,18.113984,-35.710824,-35.95,2.31,-1.88,-2.19,-7.59,-7.46,-90.72,5461770408.31,559.95,76.43,None,2697,"{'ID': 'FP9579', 'Departure': 'Airport_42', 'Arrival': 'Airport_49', 'Planned Altitude': 12824.26, 'Planned Speed': 869.21}","{'Frequency': 4439.36, 'Content': 'Standard', 'Language': 'English'}",Unarmed,3,Line Abreast,UK,Aggressive Maneuvers,"{'Visibility': 33767.62, 'Wind Speed': 9.03, 'Cloud Cover': 6.43}",Day,Coastal,48838.6,44,High,61.94,66.33,91.05,4,SENSOR_11
2025-03-07 08:04:03.784082,86.137328,3.892771,26.72,0.66,0.82,-0.96,-5.41,5.03,-42.93,4482258277.96,503.57,13.65,None,6897,"{'ID': 'FP3109', 'Departure': 'Airport_32', 'Arrival': 'Airport_13', 'Planned Altitude': 16526.45, 'Planned Speed': 886.79}","{'Frequency': 1524.29, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,5,Echelon,DE,Direct Approach,"{'Visibility': 9659.84, 'Wind Speed': 25.62, 'Cloud Cover': 44.45}",Night,Flat,91972.9,28,Medium,55.64,90.58,84.58,5,SENSOR_1
2025-03-07 21:08:52.784082,32.486197,146.208083,49.76,-3.86,1.82,-3.85,5.57,-12.02,-25.17,8017113518.6,916.76,36.58,Spoofing,7699,"{'ID': 'FP8220', 'Departure': 'Airport_50', 'Arrival': 'Airport_25', 'Planned Altitude': 31883.48, 'Planned Speed': 244.89}","{'Frequency': 1392.98, 'Content': 'Standard', 'Language': 'English'}",Unarmed,5,V-Formation,PK,Loitering,"{'Visibility': 23385.18, 'Wind Speed': 19.72, 'Cloud Cover': 20.82}",Night,Flat,34555.35,38,High,97.41,78.23,72.62,5,SENSOR_4
2025-03-07 20:57:51.784082,-52.405034,-51.852594,-47.49,-4.75,2.1,0.65,-2.1,-17.29,-24.0,1027136420.89,79.8,78.79,Jamming,3157,"{'ID': 'FP3498', 'Departure': 'Airport_24', 'Arrival': 'Airport_11', 'Planned Altitude': 13220.46, 'Planned Speed': 279.24}","{'Frequency': 3787.13, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,None,US,Aggressive Maneuvers,"{'Visibility': 46602.64, 'Wind Speed': 29.71, 'Cloud Cover': 66.41}",Day,Coastal,94533.39,14,Low,76.64,55.53,66.4,3,SENSOR_14
2025-03-06 23:54:37.784082,-19.224079,107.876304,36.83,-3.42,4.28,0.14,-9.95,4.13,-41.14,4676399570.52,567.04,76.07,Unknown,6496,"{'ID': 'FP3052', 'Departure': 'Airport_38', 'Arrival': 'Airport_39', 'Planned Altitude': 34435.46, 'Planned Speed': 291.58}","{'Frequency': 9556.77, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,Line Abreast,PK,Direct Approach,"{'Visibility': 11634.96, 'Wind Speed': 4.32, 'Cloud Cover': 68.2}",Night,Mountainous,13037.12,90,Low,78.54,78.46,58.87,3,SENSOR_12
2025-03-07 18:38:46.784082,-76.217008,55.904779,-18.19,1.18,0.72,1.8,-1.38,-2.03,-88.08,5708484012.75,662.59,65.49,Jamming,8668,"{'ID': 'FP7891', 'Departure': 'Airport_2', 'Arrival': 'Airport_48', 'Planned Altitude': 11830.32, 'Planned Speed': 367.7}","{'Frequency': 2774.24, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,5,V-Formation,DE,Loitering,"{'Visibility': 28815.95, 'Wind Speed': 6.82, 'Cloud Cover': 72.13}",Night,Flat,74456.4,62,High,56.06,93.56,53.46,3,SENSOR_20
2025-03-07 22:46:41.784082,26.564165,-155.765837,-30.55,0.59,3.24,-1.29,8.12,-2.58,-51.87,6974358809.81,640.64,89.54,Spoofing,9541,"{'ID': 'FP4408', 'Departure': 'Airport_4', 'Arrival': 'Airport_31', 'Planned Altitude': 20653.46, 'Planned Speed': 586.81}","{'Frequency': 4618.9, 'Content': 'Standard', 'Language': 'English'}",Unknown,6,Line Abreast,FR,Aggressive Maneuvers,"{'Visibility': 39254.29, 'Wind Speed': 14.59, 'Cloud Cover': 63.05}",Night,Mountainous,50909.07,68,High,76.24,77.0,96.91,3,SENSOR_12
2025-03-07 19:08:21.784082,-65.612694,-74.983494,32.35,-3.52,-4.23,0.21,-2.31,14.81,-27.82,3938678970.8,402.68,50.99,Spoofing,5443,"{'ID': 'FP4740', 'Departure': 'Airport_26', 'Arrival': 'Airport_31', 'Planned Altitude': 35805.56, 'Planned Speed': 261.04}","{'Frequency': 9259.05, 'Content': 'Standard', 'Language': 'English'}",Unknown,2,None,UK,Loitering,"{'Visibility': 29555.77, 'Wind Speed': 2.27, 'Cloud Cover': 56.78}",Day,Flat,46443.29,74,Low,70.9,76.87,58.48,3,SENSOR_6
2025-03-07 15:04:46.784082,-45.857267,138.122035,-46.59,-4.72,2.01,0.81,-8.63,-8.98,-53.04,6126658439.56,572.51,77.92,None,3678,"{'ID': 'FP9779', 'Departure': 'Airport_43', 'Arrival': 'Airport_15', 'Planned Altitude': 6335.33, 'Planned Speed': 396.06}","{'Frequency': 4058.34, 'Content': 'Standard', 'Language': 'English'}",Unarmed,1,None,KR,Loitering,"{'Visibility': 33393.06, 'Wind Speed': 21.6, 'Cloud Cover': 37.75}",Day,Flat,68047.29,17,High,58.77,67.15,56.12,3,SENSOR_8
2025-03-07 11:26:28.784082,86.910471,-2.999632,7.46,2.77,-3.93,1.16,5.79,-3.52,-65.69,3309346710.0,961.65,31.33,Jamming,6242,"{'ID': 'FP4325', 'Departure': 'Airport_2', 'Arrival': 'Airport_16', 'Planned Altitude': 28171.32, 'Planned Speed': 399.18}","{'Frequency': 9347.06, 'Content': 'Encrypted', 'Language': 'English'}",Armed,1,None,DE,Loitering,"{'Visibility': 37955.02, 'Wind Speed': 0.29, 'Cloud Cover': 58.53}",Day,Coastal,46859.15,37,High,62.3,69.4,92.9,2,SENSOR_2
2025-03-06 23:34:20.784082,59.50438,14.513504,28.51,-2.49,-4.28,-0.75,0.73,7.38,-11.24,7379926648.28,200.0,24.15,Spoofing,8927,"{'ID': 'FP9369', 'Departure': 'Airport_47', 'Arrival': 'Airport_3', 'Planned Altitude': 2241.49, 'Planned Speed': 348.62}","{'Frequency': 3654.32, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,US,Loitering,"{'Visibility': 13949.52, 'Wind Speed': 25.81, 'Cloud Cover': 73.51}",Twilight,Flat,82813.62,71,Medium,94.61,63.38,81.07,4,SENSOR_16
2025-03-07 20:55:27.784082,29.804309,102.686141,-43.8,4.39,-0.06,4.26,-0.13,-6.55,-55.09,8972516747.66,173.13,43.2,Spoofing,4913,"{'ID': 'FP3992', 'Departure': 'Airport_11', 'Arrival': 'Airport_16', 'Planned Altitude': 39407.43, 'Planned Speed': 440.19}","{'Frequency': 3815.96, 'Content': 'Standard', 'Language': 'English'}",Unknown,6,None,IR,Loitering,"{'Visibility': 3266.4, 'Wind Speed': 10.55, 'Cloud Cover': 56.16}",Night,Flat,15088.3,30,Medium,62.29,96.03,50.16,3,SENSOR_13
2025-03-07 09:52:04.784082,-83.444178,-96.552197,45.95,1.46,2.94,-2.29,0.94,18.87,-75.46,4391260230.22,583.27,84.49,Jamming,8273,"{'ID': 'FP5246', 'Departure': 'Airport_23', 'Arrival': 'Airport_7', 'Planned Altitude': 1049.05, 'Planned Speed': 837.99}","{'Frequency': 9483.47, 'Content': 'Encrypted', 'Language': 'Unknown'}",Armed,4,V-Formation,UK,Aggressive Maneuvers,"{'Visibility': 44820.62, 'Wind Speed': 6.66, 'Cloud Cover': 11.68}",Night,Mountainous,98222.57,39,High,98.26,95.26,78.22,5,SENSOR_2
